-0.0679	5.65068	5	-0.00577325	0.349318	0.000364427	0.856564	0.0021
-0.0678	5.57375	5	-0.00479972	0.426252	0.000127045	0.830086	0.0022
-0.0677	5.50191	5	-0.0038735	0.498089	-1.9709e-05	0.811406	0.0023
-0.0676	5.43652	5	-0.00301289	0.563476	-7.0875e-05	0.800736	0.0024
-0.0675	5.36474	5	-0.0020592	0.635263	-0.000177873	0.78577	0.00250001
-0.0674	5.30632	5	-0.00125963	0.69368	-0.00026549	0.77258	0.00260001
-0.0673	5.25207	5	-0.000501256	0.747932	-0.000352481	0.759647	0.00270001
-0.0672	5.18627	5	0.00041581	0.813735	-0.00046598	0.744845	0.00280001
-0.0671	5.13934	5	0.00110247	0.860656	-0.000445608	0.74065	0.00290001
-0.067	5.08822	5	0.00185321	0.911784	-0.00053292	0.728236	0.00300001
-0.0669	5.04323	5	0.00253376	0.956775	-0.000865395	0.697297	0.00310002
-0.0668	4.99364	4	-0.00991607	0.00635789	0.00310061	0.992469	0.00320002
-0.0667	4.92233	4	-0.00896696	0.0776718	0.00282289	0.964126	0.00330002
-0.0666	4.85618	4	-0.00807278	0.143822	0.00258844	0.939435	0.00340002
-0.0665	4.79316	4	-0.0072076	0.206844	0.00231309	0.912079	0.00350002
-0.0664	4.74239	4	-0.00649653	0.257608	0.00210061	0.889749	0.00360002
-0.0663	4.68847	4	-0.00573205	0.311529	0.00186035	0.865717	0.00370003
-0.0662	4.63953	4	-0.00502556	0.360466	0.00164116	0.843561	0.00380003
-0.0661	4.58625	4	-0.00424887	0.413749	0.00138721	0.819222	0.00390003
-0.066	4.53624	4	-0.00350728	0.463764	0.00114684	0.796201	0.00400003
-0.0659	4.48531	4	-0.00274281	0.514693	0.000896108	0.772772	0.00410003
-0.0658	4.44498	4	-0.00211871	0.555019	0.000706597	0.753984	0.00420003
-0.0657	4.39796	4	-0.00139086	0.602036	0.000476195	0.732599	0.00430004
-0.0656	4.35043	4	-0.000646217	0.649567	0.000250784	0.711858	0.00440004
-0.0655	4.30998	4	5.343e-06	0.690022	8.3579e-05	0.695417	0.00450004
-0.0654	4.26548	4	0.000724043	0.734521	-1.67831e-05	0.68378	0.00460004
-0.0653	4.22698	4	0.0013634	0.773018	-6.08213e-05	0.676133	0.00470004
-0.0652	4.18519	4	0.00205921	0.814809	-0.000150085	0.665533	0.00480004
-0.0651	4.14417	4	0.00275197	0.855834	-0.000178009	0.659192	0.00490005
-0.065	4.10766	4	0.00338522	0.892345	-0.000242666	0.650487	0.00500005
-0.0649	4.07244	4	0.00400626	0.927564	-0.000319905	0.641064	0.00510005
-0.0647999	4.03628	4	0.00464866	0.963725	-0.000437527	0.629108	0.00520005
-0.0646999	4.00478	4	0.00522698	0.995224	-0.000613752	0.613478	0.00530005
-0.0645999	3.96294	3	-0.00942931	0.0370575	0.00504824	0.977155	0.00540005
-0.0644999	3.90599	3	-0.00854276	0.0940149	0.00471239	0.949183	0.00550006
-0.0643999	3.8611	3	-0.00783322	0.138896	0.00452651	0.931183	0.00560006
-0.0642999	3.81971	3	-0.00716945	0.180289	0.00434047	0.913402	0.00570006
-0.0641999	3.77517	3	-0.0064477	0.224828	0.00412317	0.893868	0.00580006
-0.0640999	3.73638	3	-0.00580834	0.263625	0.00396818	0.878499	0.00590006
-0.0639999	3.69873	3	-0.00517967	0.301269	0.00378203	0.861373	0.00600006
-0.0638999	3.65416	3	-0.00443198	0.345838	0.00353377	0.840604	0.00610007
-0.0637999	3.6189	3	-0.0038262	0.381097	0.00334782	0.823936	0.00620007
-0.0636999	3.58117	3	-0.00317311	0.418826	0.00313132	0.805599	0.00630007
-0.0635999	3.54605	3	-0.00255512	0.453954	0.00292664	0.788206	0.00640007
-0.0634999	3.51282	3	-0.00196155	0.487177	0.00270015	0.769703	0.00650007
-0.0633999	3.47871	3	-0.00134661	0.521286	0.00245474	0.750282	0.00660007
-0.0632999	3.44255	3	-0.000690469	0.557454	0.00224129	0.733008	0.00670008
-0.0631999	3.41235	3	-0.000127411	0.587651	0.00201059	0.714913	0.00680008
-0.0630999	3.37447	3	0.000571453	0.625527	0.00172995	0.694077	0.00690008
-0.0629999	3.3488	3	0.00107042	0.651198	0.00149347	0.676083	0.00700008
-0.0628999	3.3212	3	0.00160754	0.6788	0.00127188	0.659171	0.00710008
-0.0627999	3.29232	3	0.00217212	0.707678	0.0010343	0.641526	0.00720008
-0.0626999	3.26872	3	0.00265126	0.731283	0.000840606	0.626621	0.00730009
-0.0625999	3.2431	3	0.00317006	0.756896	0.000679899	0.613784	0.00740009
-0.0624999	3.21822	3	0.00368124	0.781781	0.000510267	0.600583	0.00750009
-0.0623999	3.19396	3	0.00418632	0.806036	0.000316583	0.586166	0.00760009
-0.0622999	3.17352	3	0.00462883	0.826483	0.000158009	0.573896	0.00770009
-0.0621999	3.15236	3	0.00508812	0.847643	2.34345e-05	0.563111	0.00780009
-0.0620999	3.1316	3	0.00554437	0.868396	-2.64038e-05	0.557181	0.0079001
-0.0619999	3.10718	3	0.0060708	0.892818	-8.32322e-05	0.550928	0.0080001
-0.0618999	3.08775	3	0.00651179	0.912249	-0.000112201	0.546284	0.0081001
-0.0617999	3.06929	3	0.00693904	0.930711	-0.00015542	0.540908	0.0082001
-0.0616999	3.04736	3	0.00743343	0.952641	-0.000218512	0.534504	0.0083001
-0.0615999	3.02915	3	0.00786374	0.97085	-0.000286805	0.527888	0.0084001
-0.0614999	3.01023	3	0.00831083	0.989769	-0.000391022	0.519401	0.00850011
